Running LIGO.n.100.0.dax mulT: 100 mulD: 300 Pareto, Moheft
  39317381 529.76 || noQ Q (Avg,Max,Min) (0.99, 1.00, 0.90) (0.95, 0.85, 1.00) #fs:   3  -- #Conts: 22 E(22) 
  17974806 636.94 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.92) (0.91, 0.61, 1.00) #fs:   4  -- #Conts: 25 G(7)  A(2)  E(3)  H(13) 
  13790974 639.29 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.91) (0.93, 0.68, 1.00) #fs:   4  -- #Conts: 24 G(6)  A(2)  E(1)  H(15) 
  13714186 655.06 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.91) (0.90, 0.68, 1.00) #fs:   5  -- #Conts: 25 G(7)  A(2)  E(1)  H(15) 
  13526144 664.12 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.91) (0.89, 0.68, 1.00) #fs:   4  -- #Conts: 25 G(8)  A(2)  H(15) 
  13458913 679.88 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.91) (0.87, 0.58, 1.00) #fs:   4  -- #Conts: 26 G(9)  A(2)  H(15) 
  13419953 695.65 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.91) (0.84, 0.51, 1.00) #fs:   4  -- #Conts: 27 G(10)  A(2)  H(15) 
  13381262 711.41 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.90) (0.82, 0.51, 1.00) #fs:   4  -- #Conts: 28 G(11)  A(2)  H(15) 
  13372978 742.94 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.91) (0.79, 0.51, 1.00) #fs:   4  -- #Conts: 29 G(11)  A(2)  H(16) 
  13209809 806.00 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.91) (0.76, 0.41, 1.00) #fs:   3  -- #Conts: 27 G(3)  A(2)  H(22) 
  13160824 837.53 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.91) (0.73, 0.40, 1.00) #fs:   3  -- #Conts: 28 G(3)  A(2)  H(23) 
  12744363 869.06 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.83) (0.71, 0.48, 1.00) #fs:   4  -- #Conts: 29 G(3)  A(2)  H(24) 
  12659622 884.82 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.91) (0.69, 0.39, 1.00) #fs:   3  -- #Conts: 30 G(4)  A(2)  H(24) 
  12629389 900.59 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.84) (0.67, 0.40, 1.00) #fs:   4  -- #Conts: 31 G(5)  A(2)  H(24) 
  12619310 916.35 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.85) (0.66, 0.39, 1.00) #fs:   4  -- #Conts: 32 G(6)  A(2)  H(24) 
  12597665 932.12 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.91) (0.64, 0.39, 1.00) #fs:   3  -- #Conts: 33 G(7)  A(2)  H(24) 
  34543551 582.00 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.88) (0.90, 0.70, 1.00) #fs:   2  -- #Conts: 31 C(2)  G(12)  A(2)  E(12)  H(3) 
  34522353 584.35 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.88) (0.90, 0.70, 1.00) #fs:   3  -- #Conts: 29 C(2)  G(12)  A(2)  E(10)  H(3) 
  34135291 586.71 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.88) (0.90, 0.70, 1.00) #fs:   2  -- #Conts: 27 C(2)  G(12)  A(2)  E(8)  H(3) 
  33605500 595.65 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.89) (0.88, 0.64, 1.00) #fs:   6  -- #Conts: 23 G(10)  A(2)  E(8)  H(3) 
  31842358 604.71 || noQ Q (Avg,Max,Min) (0.98, 1.01, 0.85) (0.87, 0.62, 1.00) #fs:   7  -- #Conts: 23 G(10)  A(2)  E(8)  H(3) 
  30380765 614.35 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.87) (0.87, 0.61, 1.00) #fs:   6  -- #Conts: 29 C(1)  G(8)  A(2)  E(14)  H(4) 
  30374110 616.71 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.84) (0.87, 0.61, 1.00) #fs:   6  -- #Conts: 29 C(1)  G(9)  A(2)  E(13)  H(4) 
  30221326 618.71 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.88) (0.86, 0.61, 1.00) #fs:   7  -- #Conts: 31 C(1)  G(7)  A(2)  E(17)  H(4) 
  29640850 619.76 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.88) (0.86, 0.61, 1.00) #fs:   5  -- #Conts: 31 G(8)  A(2)  E(17)  H(4) 
  29634195 622.12 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.88) (0.86, 0.61, 1.00) #fs:   5  -- #Conts: 31 G(9)  A(2)  E(16)  H(4) 
 123467420 541.24 || noQ Q (Avg,Max,Min) (1.00, 1.04, 0.94) (0.90, 0.01, 1.00) #fs:   2  -- #Conts: 18 C(6)  G(2)  A(2)  E(8) 
/////////////////size: 30
nodes 100 edges 123
mulT: 100 mulD: 300  sumDataGB 857
paretoAll LIGO.n.100.0.dax time -> 2.693
paretoNP LIGO.n.100.0.dax time -> 3.375
moheft LIGO.n.100.0.dax time -> 1.989
Jaccard from M to C 0.0
Jaccard from P to C 0.0
distance from M to C 0.0
distance from P to C 0.0
distance from C to M 0.0
distance from C to P 0.0
toCompare: LIGO.n.100.0.dax sumDataGB: 857 mulT: 100 mulD: 300 paretoOptTime_MS: 3375.0 MoheftOptimizationTime_MS: 1989.0 MtoC 0.0 PtoC 0.0 CtoM 0.0 CtoP 0.0 JMtoC 0.0 JPtoC 0.0 ccr 1.0566737296706854E-4

