Running LIGO.n.50.0.dax mulT: 100 mulD: 300 Pareto, Moheft
   7559087 488.71 || noQ Q (Avg,Max,Min) (0.94, 1.00, 0.71) (0.76, 0.54, 0.99) #fs:  10  -- #Conts: 17 G(13)  H(4) 
  55076267 328.00 || noQ Q (Avg,Max,Min) (1.00, 1.00, 0.97) (0.95, 0.84, 1.00) #fs:   1  -- #Conts: 15 C(15) 
  55402330 324.00 || noQ Q (Avg,Max,Min) (1.00, 1.00, 0.97) (0.96, 0.91, 1.00) #fs:   1  -- #Conts: 14 C(14) 
/////////////////size: 28
 164469490 324.65 || noQ Q (Avg,Max,Min) (1.00, 1.00, 1.00) (0.96, 0.76, 1.00) #fs:   0  -- #Conts: 13 G(4)  E(3)  C(2)  A(4) 
   8105467 585.29 || noQ Q (Avg,Max,Min) (0.98, 1.00, 0.65) (0.63, 0.37, 0.99) #fs:   5  -- #Conts: 23 G(11)  A(2)  H(10) 
  15255891 370.35 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.86, 0.47, 0.99) #fs:   4  -- #Conts: 22 G(15)  E(2)  C(4)  H(1) 
  15083871 371.76 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.85, 0.47, 0.99) #fs:   4  -- #Conts: 22 G(15)  E(3)  C(3)  H(1) 
  14754538 373.18 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.85, 0.47, 0.99) #fs:   4  -- #Conts: 22 G(15)  E(4)  C(2)  H(1) 
  13101976 374.59 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.84, 0.47, 0.99) #fs:   4  -- #Conts: 22 G(15)  E(5)  C(1)  H(1) 
  12982326 376.94 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.93) (0.84, 0.47, 0.99) #fs:   5  -- #Conts: 22 G(16)  E(4)  C(1)  H(1) 
  12467481 382.35 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.82, 0.47, 0.99) #fs:   4  -- #Conts: 22 G(16)  E(5)  H(1) 
  11367132 384.71 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.82, 0.47, 0.99) #fs:   4  -- #Conts: 22 G(17)  E(4)  H(1) 
  11280226 387.06 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.81, 0.47, 0.99) #fs:   4  -- #Conts: 22 G(18)  E(3)  H(1) 
  11102693 389.41 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.81, 0.47, 0.99) #fs:   4  -- #Conts: 22 G(19)  E(2)  H(1) 
  10098600 391.76 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.81, 0.47, 0.99) #fs:   4  -- #Conts: 22 G(20)  E(1)  H(1) 
   9879215 394.12 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.80, 0.47, 0.99) #fs:   5  -- #Conts: 22 G(21)  H(1) 
   9878585 409.88 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.79, 0.47, 0.99) #fs:   4  -- #Conts: 22 G(21)  H(1) 
   9866948 425.65 || noQ Q (Avg,Max,Min) (1.00, 1.07, 0.96) (0.77, 0.01, 0.99) #fs:   4  -- #Conts: 23 G(21)  H(2) 
   9560559 459.18 || noQ Q (Avg,Max,Min) (0.96, 1.01, 0.51) (0.73, 0.47, 0.99) #fs:   7  -- #Conts: 21 G(11)  A(2)  H(8) 
   9456446 490.71 || noQ Q (Avg,Max,Min) (0.97, 1.01, 0.56) (0.70, 0.46, 0.99) #fs:   6  -- #Conts: 22 G(11)  A(2)  H(9) 
   8573994 506.47 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.94) (0.69, 0.47, 1.00) #fs:   2  -- #Conts: 23 G(11)  A(2)  H(10) 
   8566715 522.24 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.88) (0.67, 0.46, 1.00) #fs:   3  -- #Conts: 23 G(11)  A(2)  H(10) 
   8310268 538.00 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.98) (0.66, 0.38, 1.00) #fs:   1  -- #Conts: 24 G(11)  A(2)  H(11) 
   8177373 553.76 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.88) (0.64, 0.37, 1.00) #fs:   3  -- #Conts: 24 G(11)  A(2)  H(11) 
   8123777 569.53 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.88) (0.64, 0.36, 1.00) #fs:   2  -- #Conts: 25 G(11)  A(2)  H(12) 
  22531991 357.41 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.81) (0.88, 0.72, 0.99) #fs:   1  -- #Conts: 20 G(7)  E(11)  C(1)  H(1) 
  21310985 358.71 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.89) (0.88, 0.69, 0.99) #fs:   1  -- #Conts: 20 G(7)  E(11)  C(1)  H(1) 
  16427396 365.18 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.87, 0.47, 0.99) #fs:   4  -- #Conts: 20 G(15)  E(3)  C(1)  H(1) 
  16317385 366.47 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.87, 0.47, 0.99) #fs:   4  -- #Conts: 21 G(15)  E(3)  C(2)  H(1) 
  16230479 366.59 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.96) (0.86, 0.47, 0.99) #fs:   4  -- #Conts: 20 G(15)  E(4)  H(1) 
  31512725 337.29 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.81) (0.93, 0.80, 0.99) #fs:   1  -- #Conts: 17 G(7)  E(8)  C(1)  H(1) 
  31389770 339.65 || noQ Q (Avg,Max,Min) (1.00, 1.01, 0.95) (0.92, 0.61, 0.99) #fs:   2  -- #Conts: 16 G(8)  E(6)  C(1)  H(1) 
  30689903 341.18 || noQ Q (Avg,Max,Min) (0.99, 1.01, 0.77) (0.92, 0.70, 1.00) #fs:   2  -- #Conts: 17 G(7)  E(7)  C(2)  H(1) 
/////////////////size: 30
nodes 50 edges 60
mulT: 100 mulD: 300  sumDataGB 434
paretoAll LIGO.n.50.0.dax time -> 0.642
paretoNP LIGO.n.50.0.dax time -> 0.312
moheft LIGO.n.50.0.dax time -> 0.537
Jaccard from M to C 0.0
Jaccard from P to C 0.0
distance from M to C 0.0
distance from P to C 0.0
distance from C to M 0.0
distance from C to P 0.0
toCompare: LIGO.n.50.0.dax sumDataGB: 434 mulT: 100 mulD: 300 paretoOptTime_MS: 312.0 MoheftOptimizationTime_MS: 537.0 MtoC 0.0 PtoC 0.0 CtoM 0.0 CtoP 0.0 JMtoC 0.0 JPtoC 0.0 ccr 8.839264117750305E-5

